mid,versionedIcd
MONDO:0024505,ICD9CM:752.51752.51
MONDO:0001967,ICD9CM:752.52752.52
MONDO:0002329,ICD9CM:752.52752.52
MONDO:0009047,ICD9CM:752.52752.52
MONDO:0024505,ICD9CM:752.52752.52
MONDO:0002036,ICD9CM:752.61752.61
MONDO:0004184,ICD9CM:752.61752.61
MONDO:0005345,ICD9CM:752.61752.61
MONDO:0024505,ICD9CM:752.61752.61
MONDO:0000839,ICD9CM:752.64752.64
MONDO:0002036,ICD9CM:752.64752.64
MONDO:0024505,ICD9CM:752.64752.64
MONDO:0000839,ICD9CM:752.65752.65
MONDO:0002036,ICD9CM:752.65752.65
MONDO:0024505,ICD9CM:752.65752.65
MONDO:0000839,ICD9CM:752.6752.6
MONDO:0005039,ICD9CM:752.6752.6
MONDO:0024505,ICD9CM:752.6752.6
MONDO:0004184,ICD9CM:752.69752.69
MONDO:0004745,ICD9CM:752.69752.69
MONDO:0005093,ICD9CM:752.69752.69
MONDO:0016416,ICD9CM:752.69752.69
MONDO:0018846,ICD9CM:752.69752.69
MONDO:0022293,ICD9CM:752.69752.69
MONDO:0044965,ICD9CM:752.69752.69
MONDO:0000839,ICD9CM:752.8752.8
MONDO:0005039,ICD9CM:752.8752.8
MONDO:0024505,ICD9CM:752.8752.8
MONDO:0000746,ICD9CM:752.89752.89
MONDO:0001967,ICD9CM:752.89752.89
MONDO:0002329,ICD9CM:752.89752.89
MONDO:0002332,ICD9CM:752.89752.89
MONDO:0002654,ICD9CM:752.89752.89
MONDO:0003105,ICD9CM:752.89752.89
MONDO:0004184,ICD9CM:752.89752.89
MONDO:0006025,ICD9CM:752.89752.89
MONDO:0009857,ICD9CM:752.89752.89
MONDO:0010107,ICD9CM:752.89752.89
MONDO:0010595,ICD9CM:752.89752.89
MONDO:0017967,ICD9CM:752.89752.89
MONDO:0018801,ICD9CM:752.89752.89
MONDO:0020591,ICD9CM:752.89752.89
MONDO:0023603,ICD9CM:752.89752.89
MONDO:0044967,ICD9CM:752.89752.89
MONDO:0045003,ICD9CM:752.89752.89
MONDO:0000839,ICD9CM:752.9752.9
MONDO:0005039,ICD9CM:752.9752.9
MONDO:0024505,ICD9CM:752.9752.9
MONDO:0018470,ICD9CM:753.0753.0
MONDO:0020595,ICD9CM:753.0753.0
MONDO:0021145,ICD9CM:753.0753.0
MONDO:0018921,ICD9CM:753.10753.10
MONDO:0020595,ICD9CM:753.10753.10
MONDO:0020642,ICD9CM:753.10753.10
MONDO:0021145,ICD9CM:753.10753.10
MONDO:0018921,ICD9CM:753.11753.11
MONDO:0020595,ICD9CM:753.11753.11
MONDO:0020642,ICD9CM:753.11753.11
MONDO:0021145,ICD9CM:753.11753.11
MONDO:0004691,ICD9CM:753.12753.12
MONDO:0018921,ICD9CM:753.12753.12
MONDO:0020595,ICD9CM:753.12753.12
MONDO:0008263,ICD9CM:753.13753.13
MONDO:0018921,ICD9CM:753.13753.13
MONDO:0020595,ICD9CM:753.13753.13
MONDO:0009889,ICD9CM:753.14753.14
MONDO:0018921,ICD9CM:753.14753.14
MONDO:0020595,ICD9CM:753.14753.14
MONDO:0018921,ICD9CM:753.15753.15
MONDO:0019638,ICD9CM:753.15753.15
MONDO:0020595,ICD9CM:753.15753.15
MONDO:0020642,ICD9CM:753.15753.15
MONDO:0021145,ICD9CM:753.15753.15
MONDO:0018921,ICD9CM:753.16753.16
MONDO:0019005,ICD9CM:753.16753.16
MONDO:0020595,ICD9CM:753.16753.16
MONDO:0020642,ICD9CM:753.16753.16
MONDO:0021145,ICD9CM:753.16753.16
MONDO:0018921,ICD9CM:753.1753.1
MONDO:0020595,ICD9CM:753.1753.1
MONDO:0020642,ICD9CM:753.1753.1
MONDO:0021145,ICD9CM:753.1753.1
MONDO:0015268,ICD9CM:753.17753.17
MONDO:0018921,ICD9CM:753.17753.17
MONDO:0020595,ICD9CM:753.17753.17
MONDO:0020642,ICD9CM:753.17753.17
MONDO:0021145,ICD9CM:753.17753.17
MONDO:0004840,ICD9CM:753.19753.19
MONDO:0015988,ICD9CM:753.19753.19
MONDO:0018921,ICD9CM:753.19753.19
MONDO:0020595,ICD9CM:753.19753.19
MONDO:0020642,ICD9CM:753.19753.19
MONDO:0021145,ICD9CM:753.19753.19
MONDO:0000839,ICD9CM:753.20753.20
MONDO:0002118,ICD9CM:753.20753.20
MONDO:0021145,ICD9CM:753.20753.20
MONDO:0024505,ICD9CM:753.20753.20
MONDO:0000839,ICD9CM:753.21753.21
MONDO:0001926,ICD9CM:753.21753.21
MONDO:0003330,ICD9CM:753.21753.21
MONDO:0020595,ICD9CM:753.21753.21
MONDO:0021145,ICD9CM:753.21753.21
MONDO:0056796,ICD9CM:753.21753.21
MONDO:0000839,ICD9CM:753.22753.22
MONDO:0001926,ICD9CM:753.22753.22
MONDO:0003330,ICD9CM:753.22753.22
MONDO:0006026,ICD9CM:753.22753.22
MONDO:0021145,ICD9CM:753.22753.22
MONDO:0000839,ICD9CM:753.23753.23
MONDO:0008628,ICD9CM:753.23753.23
MONDO:0021145,ICD9CM:753.23753.23
MONDO:0000839,ICD9CM:753.2753.2
MONDO:0002118,ICD9CM:753.2753.2
MONDO:0021145,ICD9CM:753.2753.2
MONDO:0024505,ICD9CM:753.2753.2
MONDO:0003329,ICD9CM:753.29753.29
MONDO:0007741,ICD9CM:753.29753.29
MONDO:0020595,ICD9CM:753.29753.29
MONDO:0021145,ICD9CM:753.29753.29
MONDO:0056796,ICD9CM:753.29753.29
MONDO:0003330,ICD9CM:753.3753.3
MONDO:0003900,ICD9CM:753.3753.3
MONDO:0005285,ICD9CM:753.3753.3
MONDO:0006007,ICD9CM:753.3753.3
MONDO:0006573,ICD9CM:753.3753.3
MONDO:0008812,ICD9CM:753.3753.3
MONDO:0019637,ICD9CM:753.3753.3
MONDO:0019639,ICD9CM:753.3753.3
MONDO:0020595,ICD9CM:753.3753.3
MONDO:0021145,ICD9CM:753.3753.3
MONDO:0024236,ICD9CM:753.3753.3
MONDO:0024647,ICD9CM:753.3753.3
MONDO:0056796,ICD9CM:753.3753.3
MONDO:0000839,ICD9CM:753.4753.4
MONDO:0003330,ICD9CM:753.4753.4
MONDO:0004841,ICD9CM:753.4753.4
MONDO:0005079,ICD9CM:753.4753.4
MONDO:0006007,ICD9CM:753.4753.4
MONDO:0020595,ICD9CM:753.4753.4
MONDO:0021145,ICD9CM:753.4753.4
MONDO:0006026,ICD9CM:753.5753.5
MONDO:0010805,ICD9CM:753.5753.5
MONDO:0021145,ICD9CM:753.5753.5
MONDO:0000839,ICD9CM:753.6753.6
MONDO:0002118,ICD9CM:753.6753.6
MONDO:0021145,ICD9CM:753.6753.6
MONDO:0024505,ICD9CM:753.6753.6
MONDO:0000839,ICD9CM:753.7753.7
MONDO:0002118,ICD9CM:753.7753.7
MONDO:0003900,ICD9CM:753.7753.7
MONDO:0020591,ICD9CM:753.7753.7
MONDO:0045013,ICD9CM:753.7753.7
MONDO:0001514,ICD9CM:753.8753.8
MONDO:0001593,ICD9CM:753.8753.8
MONDO:0002187,ICD9CM:753.8753.8
MONDO:0005345,ICD9CM:753.8753.8
MONDO:0007197,ICD9CM:753.8753.8
MONDO:0016529,ICD9CM:753.8753.8
MONDO:0019640,ICD9CM:753.8753.8
MONDO:0019938,ICD9CM:753.8753.8
MONDO:0000839,ICD9CM:753.9753.9
MONDO:0002118,ICD9CM:753.9753.9
MONDO:0021145,ICD9CM:753.9753.9
MONDO:0024505,ICD9CM:753.9753.9
MONDO:0002436,ICD9CM:754.0754.0
MONDO:0004867,ICD9CM:754.0754.0
MONDO:0005240,ICD9CM:754.0754.0
MONDO:0008112,ICD9CM:754.0754.0
MONDO:0020595,ICD9CM:754.0754.0
MONDO:0021145,ICD9CM:754.0754.0
MONDO:0024654,ICD9CM:754.0754.0
MONDO:0044967,ICD9CM:754.0754.0
MONDO:0000839,ICD9CM:754.2754.2
MONDO:0024505,ICD9CM:754.2754.2
MONDO:0000839,ICD9CM:754.30754.30
MONDO:0006816,ICD9CM:754.30754.30
MONDO:0007729,ICD9CM:754.30754.30
MONDO:0044967,ICD9CM:754.30754.30
MONDO:0044988,ICD9CM:754.30754.30
MONDO:0000839,ICD9CM:754.31754.31
MONDO:0006816,ICD9CM:754.31754.31
MONDO:0007729,ICD9CM:754.31754.31
MONDO:0044967,ICD9CM:754.31754.31
MONDO:0044988,ICD9CM:754.31754.31
MONDO:0005497,ICD9CM:754.41754.41
MONDO:0006816,ICD9CM:754.41754.41
MONDO:0017560,ICD9CM:754.41754.41
MONDO:0044967,ICD9CM:754.41754.41
MONDO:0005497,ICD9CM:754.44754.44
MONDO:0006816,ICD9CM:754.44754.44
MONDO:0017560,ICD9CM:754.44754.44
MONDO:0044967,ICD9CM:754.44754.44
MONDO:0007342,ICD9CM:754.51754.51
MONDO:0044989,ICD9CM:754.51754.51
MONDO:0000839,ICD9CM:754.52754.52
MONDO:0005497,ICD9CM:754.52754.52
MONDO:0044989,ICD9CM:754.52754.52
MONDO:0000839,ICD9CM:754.53754.53
MONDO:0005497,ICD9CM:754.53754.53
MONDO:0044989,ICD9CM:754.53754.53
MONDO:0000839,ICD9CM:754.59754.59
MONDO:0044989,ICD9CM:754.59754.59
MONDO:0000839,ICD9CM:754.60754.60
MONDO:0044989,ICD9CM:754.60754.60
MONDO:0000839,ICD9CM:754.61754.61
MONDO:0044989,ICD9CM:754.61754.61
MONDO:0000839,ICD9CM:754.69754.69
MONDO:0005293,ICD9CM:754.69754.69
MONDO:0005497,ICD9CM:754.69754.69
MONDO:0044989,ICD9CM:754.69754.69
MONDO:0000839,ICD9CM:754.70754.70
MONDO:0044989,ICD9CM:754.70754.70
MONDO:0000839,ICD9CM:754.71754.71
MONDO:0044989,ICD9CM:754.71754.71
MONDO:0005497,ICD9CM:754.79754.79
MONDO:0016675,ICD9CM:754.79754.79
MONDO:0044989,ICD9CM:754.79754.79
MONDO:0100010,ICD9CM:754.79754.79
MONDO:0000651,ICD9CM:754.81754.81
MONDO:0000839,ICD9CM:754.81754.81
MONDO:0005497,ICD9CM:754.81754.81
MONDO:0008213,ICD9CM:754.81754.81
MONDO:0000651,ICD9CM:754.82754.82
MONDO:0000839,ICD9CM:754.82754.82
MONDO:0005497,ICD9CM:754.82754.82
MONDO:0011348,ICD9CM:755.00755.00
MONDO:0044967,ICD9CM:755.00755.00
MONDO:0011348,ICD9CM:755.01755.01
MONDO:0044990,ICD9CM:755.01755.01
MONDO:0011348,ICD9CM:755.02755.02
MONDO:0044989,ICD9CM:755.02755.02
MONDO:0000839,ICD9CM:755.38755.38
MONDO:0005497,ICD9CM:755.38755.38
MONDO:0044989,ICD9CM:755.38755.38
MONDO:0000651,ICD9CM:755.52755.52
MONDO:0000839,ICD9CM:755.52755.52
MONDO:0005497,ICD9CM:755.52755.52
MONDO:0008482,ICD9CM:755.52755.52
MONDO:0044967,ICD9CM:755.52755.52
MONDO:0017985,ICD9CM:755.53755.53
MONDO:0044967,ICD9CM:755.53755.53
MONDO:0000426,ICD9CM:755.59755.59
MONDO:0000651,ICD9CM:755.59755.59
MONDO:0002185,ICD9CM:755.59755.59
MONDO:0002257,ICD9CM:755.59755.59
MONDO:0006999,ICD9CM:755.59755.59
MONDO:0007250,ICD9CM:755.59755.59
MONDO:0007340,ICD9CM:755.59755.59
MONDO:0007737,ICD9CM:755.59755.59
MONDO:0015167,ICD9CM:755.59755.59
MONDO:0016037,ICD9CM:755.59755.59
MONDO:0017424,ICD9CM:755.59755.59
MONDO:0017468,ICD9CM:755.59755.59
MONDO:0019297,ICD9CM:755.59755.59
MONDO:0019670,ICD9CM:755.59755.59
MONDO:0019671,ICD9CM:755.59755.59
MONDO:0021002,ICD9CM:755.59755.59
MONDO:0024654,ICD9CM:755.59755.59
MONDO:0044989,ICD9CM:755.59755.59
MONDO:0044998,ICD9CM:755.59755.59
MONDO:0000839,ICD9CM:755.60755.60
MONDO:0044967,ICD9CM:755.60755.60
MONDO:0000839,ICD9CM:755.61755.61
MONDO:0005497,ICD9CM:755.61755.61
MONDO:0006816,ICD9CM:755.61755.61
MONDO:0044967,ICD9CM:755.61755.61
MONDO:0044988,ICD9CM:755.61755.61
MONDO:0000138,ICD9CM:755.63755.63
MONDO:0000158,ICD9CM:755.63755.63
MONDO:0000844,ICD9CM:755.63755.63
MONDO:0006816,ICD9CM:755.63755.63
MONDO:0011496,ICD9CM:755.63755.63
MONDO:0015329,ICD9CM:755.63755.63
MONDO:0044965,ICD9CM:755.63755.63
MONDO:0044967,ICD9CM:755.63755.63
MONDO:0044988,ICD9CM:755.63755.63
MONDO:0000839,ICD9CM:755.64755.64
MONDO:0006816,ICD9CM:755.64755.64
MONDO:0044967,ICD9CM:755.64755.64
MONDO:0000839,ICD9CM:755.65755.65
MONDO:0007962,ICD9CM:755.65755.65
MONDO:0044989,ICD9CM:755.65755.65
MONDO:0006816,ICD9CM:755.66755.66
MONDO:0017452,ICD9CM:755.66755.66
MONDO:0021002,ICD9CM:755.66755.66
MONDO:0044990,ICD9CM:755.66755.66
MONDO:0002185,ICD9CM:755.67755.67
MONDO:0006816,ICD9CM:755.67755.67
MONDO:0007962,ICD9CM:755.67755.67
MONDO:0008527,ICD9CM:755.67755.67
MONDO:0008652,ICD9CM:755.67755.67
MONDO:0017424,ICD9CM:755.67755.67
MONDO:0044989,ICD9CM:755.67755.67
MONDO:0000812,ICD9CM:755.69755.69
MONDO:0002185,ICD9CM:755.69755.69
MONDO:0006816,ICD9CM:755.69755.69
MONDO:0015167,ICD9CM:755.69755.69
MONDO:0017462,ICD9CM:755.69755.69
MONDO:0019297,ICD9CM:755.69755.69
MONDO:0024654,ICD9CM:755.69755.69
MONDO:0044965,ICD9CM:755.69755.69
MONDO:0044988,ICD9CM:755.69755.69
MONDO:0044989,ICD9CM:755.69755.69
MONDO:0044990,ICD9CM:755.69755.69
MONDO:0017427,ICD9CM:755.9755.9
MONDO:0044967,ICD9CM:755.9755.9
MONDO:0000839,ICD9CM:756.0756.0
MONDO:0005042,ICD9CM:756.0756.0
MONDO:0005497,ICD9CM:756.0756.0
MONDO:0000839,ICD9CM:756.10756.10
MONDO:0024505,ICD9CM:756.10756.10
MONDO:0000839,ICD9CM:756.11756.11
MONDO:0005497,ICD9CM:756.11756.11
MONDO:0005541,ICD9CM:756.11756.11
MONDO:0044965,ICD9CM:756.11756.11
MONDO:0000812,ICD9CM:756.12756.12
MONDO:0000839,ICD9CM:756.12756.12
MONDO:0008475,ICD9CM:756.12756.12
MONDO:0024505,ICD9CM:756.12756.12
MONDO:0000812,ICD9CM:756.15756.15
MONDO:0000839,ICD9CM:756.15756.15
MONDO:0005497,ICD9CM:756.15756.15
MONDO:0024505,ICD9CM:756.15756.15
MONDO:0000429,ICD9CM:756.16756.16
MONDO:0000812,ICD9CM:756.16756.16
MONDO:0002545,ICD9CM:756.16756.16
MONDO:0016520,ICD9CM:756.16756.16
MONDO:0019755,ICD9CM:756.16756.16
MONDO:0024505,ICD9CM:756.16756.16
MONDO:0000812,ICD9CM:756.17756.17
MONDO:0000859,ICD9CM:756.17756.17
MONDO:0005497,ICD9CM:756.17756.17
MONDO:0024505,ICD9CM:756.17756.17
MONDO:0000651,ICD9CM:756.19756.19
MONDO:0000839,ICD9CM:756.19756.19
MONDO:0005392,ICD9CM:756.19756.19
MONDO:0005541,ICD9CM:756.19756.19
MONDO:0006995,ICD9CM:756.19756.19
MONDO:0015262,ICD9CM:756.19756.19
MONDO:0020779,ICD9CM:756.19756.19
MONDO:0024654,ICD9CM:756.19756.19
MONDO:0044965,ICD9CM:756.19756.19
MONDO:0044967,ICD9CM:756.19756.19
MONDO:0000651,ICD9CM:756.2756.2
MONDO:0000839,ICD9CM:756.2756.2
MONDO:0005497,ICD9CM:756.2756.2
MONDO:0007303,ICD9CM:756.2756.2
MONDO:0002185,ICD9CM:756.3756.3
MONDO:0007986,ICD9CM:756.3756.3
MONDO:0015329,ICD9CM:756.3756.3
MONDO:0016066,ICD9CM:756.3756.3
MONDO:0016068,ICD9CM:756.3756.3
MONDO:0019662,ICD9CM:756.3756.3
MONDO:0020779,ICD9CM:756.3756.3
MONDO:0021003,ICD9CM:756.3756.3
MONDO:0044967,ICD9CM:756.3756.3
MONDO:0000839,ICD9CM:756.4756.4
MONDO:0005516,ICD9CM:756.4756.4
MONDO:0020779,ICD9CM:756.4756.4
MONDO:0024505,ICD9CM:756.4756.4
MONDO:0000839,ICD9CM:756.50756.50
MONDO:0005381,ICD9CM:756.50756.50
MONDO:0024236,ICD9CM:756.50756.50
MONDO:0024505,ICD9CM:756.50756.50
MONDO:0000839,ICD9CM:756.51756.51
MONDO:0019019,ICD9CM:756.51756.51
MONDO:0024236,ICD9CM:756.51756.51
MONDO:0024505,ICD9CM:756.51756.51
MONDO:0000839,ICD9CM:756.52756.52
MONDO:0019026,ICD9CM:756.52756.52
MONDO:0024236,ICD9CM:756.52756.52
MONDO:0000839,ICD9CM:756.54756.54
MONDO:0008274,ICD9CM:756.54756.54
MONDO:0018919,ICD9CM:756.54756.54
MONDO:0020779,ICD9CM:756.54756.54
MONDO:0024236,ICD9CM:756.54756.54
MONDO:0000577,ICD9CM:756.59756.59
MONDO:0002181,ICD9CM:756.59756.59
MONDO:0005066,ICD9CM:756.59756.59
MONDO:0007055,ICD9CM:756.59756.59
MONDO:0007057,ICD9CM:756.59756.59
MONDO:0007244,ICD9CM:756.59756.59
MONDO:0007322,ICD9CM:756.59756.59
MONDO:0007477,ICD9CM:756.59756.59
MONDO:0007481,ICD9CM:756.59756.59
MONDO:0007489,ICD9CM:756.59756.59
MONDO:0007542,ICD9CM:756.59756.59
MONDO:0007979,ICD9CM:756.59756.59
MONDO:0009031,ICD9CM:756.59756.59
MONDO:0009139,ICD9CM:756.59756.59
MONDO:0009274,ICD9CM:756.59756.59
MONDO:0009588,ICD9CM:756.59756.59
MONDO:0010650,ICD9CM:756.59756.59
MONDO:0016640,ICD9CM:756.59756.59
MONDO:0017198,ICD9CM:756.59756.59
MONDO:0017838,ICD9CM:756.59756.59
MONDO:0019698,ICD9CM:756.59756.59
MONDO:0019797,ICD9CM:756.59756.59
MONDO:0020473,ICD9CM:756.59756.59
MONDO:0020779,ICD9CM:756.59756.59
MONDO:0022723,ICD9CM:756.59756.59
MONDO:0023599,ICD9CM:756.59756.59
MONDO:0024236,ICD9CM:756.59756.59
MONDO:0043731,ICD9CM:756.59756.59
MONDO:0044989,ICD9CM:756.59756.59
MONDO:0044998,ICD9CM:756.59756.59
MONDO:0000839,ICD9CM:756.6756.6
MONDO:0005336,ICD9CM:756.6756.6
MONDO:0005728,ICD9CM:756.6756.6
MONDO:0044965,ICD9CM:756.6756.6
MONDO:0000839,ICD9CM:756.70756.70
MONDO:0044965,ICD9CM:756.70756.70
MONDO:0003847,ICD9CM:756.71756.71
MONDO:0005336,ICD9CM:756.71756.71
MONDO:0007032,ICD9CM:756.71756.71
MONDO:0020120,ICD9CM:756.71756.71
MONDO:0000839,ICD9CM:756.7756.7
MONDO:0044965,ICD9CM:756.7756.7
MONDO:0000839,ICD9CM:756.79756.79
MONDO:0003900,ICD9CM:756.79756.79
MONDO:0005336,ICD9CM:756.79756.79
MONDO:0020120,ICD9CM:756.79756.79
MONDO:0020591,ICD9CM:756.79756.79
MONDO:0000839,ICD9CM:756.81756.81
MONDO:0002081,ICD9CM:756.81756.81
MONDO:0024505,ICD9CM:756.81756.81
MONDO:0005066,ICD9CM:756.83756.83
MONDO:0005093,ICD9CM:756.83756.83
MONDO:0005497,ICD9CM:756.83756.83
MONDO:0020066,ICD9CM:756.83756.83
MONDO:0023603,ICD9CM:756.83756.83
MONDO:0000839,ICD9CM:756.8756.8
MONDO:0000389,ICD9CM:756.89756.89
MONDO:0004323,ICD9CM:756.89756.89
MONDO:0005066,ICD9CM:756.89756.89
MONDO:0006816,ICD9CM:756.89756.89
MONDO:0007459,ICD9CM:756.89756.89
MONDO:0007970,ICD9CM:756.89756.89
MONDO:0008262,ICD9CM:756.89756.89
MONDO:0008779,ICD9CM:756.89756.89
MONDO:0009107,ICD9CM:756.89756.89
MONDO:0009724,ICD9CM:756.89756.89
MONDO:0010014,ICD9CM:756.89756.89
MONDO:0013598,ICD9CM:756.89756.89
MONDO:0015329,ICD9CM:756.89756.89
MONDO:0015465,ICD9CM:756.89756.89
MONDO:0016446,ICD9CM:756.89756.89
MONDO:0017435,ICD9CM:756.89756.89
MONDO:0018094,ICD9CM:756.89756.89
MONDO:0020120,ICD9CM:756.89756.89
MONDO:0020595,ICD9CM:756.89756.89
MONDO:0021002,ICD9CM:756.89756.89
MONDO:0021166,ICD9CM:756.89756.89
MONDO:0021205,ICD9CM:756.89756.89
MONDO:0024236,ICD9CM:756.89756.89
MONDO:0044990,ICD9CM:756.89756.89
MONDO:0100010,ICD9CM:756.89756.89
MONDO:0000138,ICD9CM:756.9756.9
MONDO:0003280,ICD9CM:756.9756.9
MONDO:0003964,ICD9CM:756.9756.9
MONDO:0003996,ICD9CM:756.9756.9
MONDO:0004298,ICD9CM:756.9756.9
MONDO:0005031,ICD9CM:756.9756.9
MONDO:0006816,ICD9CM:756.9756.9
MONDO:0007056,ICD9CM:756.9756.9
MONDO:0007208,ICD9CM:756.9756.9
MONDO:0007738,ICD9CM:756.9756.9
MONDO:0007793,ICD9CM:756.9756.9
MONDO:0007986,ICD9CM:756.9756.9
MONDO:0007987,ICD9CM:756.9756.9
MONDO:0008275,ICD9CM:756.9756.9
MONDO:0008322,ICD9CM:756.9756.9
MONDO:0008471,ICD9CM:756.9756.9
MONDO:0008521,ICD9CM:756.9756.9
MONDO:0008701,ICD9CM:756.9756.9
MONDO:0008827,ICD9CM:756.9756.9
MONDO:0009032,ICD9CM:756.9756.9
MONDO:0009138,ICD9CM:756.9756.9
MONDO:0009227,ICD9CM:756.9756.9
MONDO:0009727,ICD9CM:756.9756.9
MONDO:0009914,ICD9CM:756.9756.9
MONDO:0010013,ICD9CM:756.9756.9
MONDO:0010024,ICD9CM:756.9756.9
MONDO:0010068,ICD9CM:756.9756.9
MONDO:0010071,ICD9CM:756.9756.9
MONDO:0010180,ICD9CM:756.9756.9
MONDO:0015177,ICD9CM:756.9756.9
MONDO:0015329,ICD9CM:756.9756.9
MONDO:0015426,ICD9CM:756.9756.9
MONDO:0017424,ICD9CM:756.9756.9
MONDO:0017736,ICD9CM:756.9756.9
MONDO:0019667,ICD9CM:756.9756.9
MONDO:0019675,ICD9CM:756.9756.9
MONDO:0019701,ICD9CM:756.9756.9
MONDO:0019702,ICD9CM:756.9756.9
MONDO:0019706,ICD9CM:756.9756.9
MONDO:0020779,ICD9CM:756.9756.9
MONDO:0023599,ICD9CM:756.9756.9
MONDO:0024236,ICD9CM:756.9756.9
MONDO:0043731,ICD9CM:756.9756.9
MONDO:0044976,ICD9CM:756.9756.9
MONDO:0044990,ICD9CM:756.9756.9
MONDO:0044991,ICD9CM:756.9756.9
MONDO:0007920,ICD9CM:757.0757.0
MONDO:0007921,ICD9CM:757.0757.0
MONDO:0013540,ICD9CM:757.0757.0
MONDO:0015356,ICD9CM:757.0757.0
MONDO:0000839,ICD9CM:757.1757.1
MONDO:0006566,ICD9CM:757.1757.1
MONDO:0015947,ICD9CM:757.1757.1
MONDO:0000839,ICD9CM:757.2757.2
MONDO:0005093,ICD9CM:757.2757.2
MONDO:0000839,ICD9CM:757.32757.32
MONDO:0002407,ICD9CM:757.32757.32
MONDO:0006499,ICD9CM:757.32757.32
MONDO:0019293,ICD9CM:757.32757.32
MONDO:0000839,ICD9CM:757.33757.33
MONDO:0005093,ICD9CM:757.33757.33
MONDO:0006600,ICD9CM:757.33757.33
MONDO:0000136,ICD9CM:757.39757.39
MONDO:0001515,ICD9CM:757.39757.39
MONDO:0003037,ICD9CM:757.39757.39
MONDO:0003799,ICD9CM:757.39757.39
MONDO:0004026,ICD9CM:757.39757.39
MONDO:0004298,ICD9CM:757.39757.39
MONDO:0004842,ICD9CM:757.39757.39
MONDO:0004884,ICD9CM:757.39757.39
MONDO:0005151,ICD9CM:757.39757.39
MONDO:0005594,ICD9CM:757.39757.39
MONDO:0006499,ICD9CM:757.39757.39
MONDO:0006522,ICD9CM:757.39757.39
MONDO:0006547,ICD9CM:757.39757.39
MONDO:0006570,ICD9CM:757.39757.39
MONDO:0006574,ICD9CM:757.39757.39
MONDO:0006610,ICD9CM:757.39757.39
MONDO:0006615,ICD9CM:757.39757.39
MONDO:0007035,ICD9CM:757.39757.39
MONDO:0007037,ICD9CM:757.39757.39
MONDO:0007048,ICD9CM:757.39757.39
MONDO:0007145,ICD9CM:757.39757.39
MONDO:0007239,ICD9CM:757.39757.39
MONDO:0007358,ICD9CM:757.39757.39
MONDO:0007417,ICD9CM:757.39757.39
MONDO:0007422,ICD9CM:757.39757.39
MONDO:0007485,ICD9CM:757.39757.39
MONDO:0007549,ICD9CM:757.39757.39
MONDO:0007550,ICD9CM:757.39757.39
MONDO:0007551,ICD9CM:757.39757.39
MONDO:0007552,ICD9CM:757.39757.39
MONDO:0007554,ICD9CM:757.39757.39
MONDO:0007555,ICD9CM:757.39757.39
MONDO:0007556,ICD9CM:757.39757.39
MONDO:0007557,ICD9CM:757.39757.39
MONDO:0007758,ICD9CM:757.39757.39
MONDO:0007808,ICD9CM:757.39757.39
MONDO:0007809,ICD9CM:757.39757.39
MONDO:0008416,ICD9CM:757.39757.39
MONDO:0008876,ICD9CM:757.39757.39
MONDO:0009136,ICD9CM:757.39757.39
MONDO:0009178,ICD9CM:757.39757.39
MONDO:0009179,ICD9CM:757.39757.39
MONDO:0009182,ICD9CM:757.39757.39
MONDO:0009552,ICD9CM:757.39757.39
MONDO:0009925,ICD9CM:757.39757.39
MONDO:0009944,ICD9CM:757.39757.39
MONDO:0010584,ICD9CM:757.39757.39
MONDO:0010592,ICD9CM:757.39757.39
MONDO:0011398,ICD9CM:757.39757.39
MONDO:0013592,ICD9CM:757.39757.39
MONDO:0014227,ICD9CM:757.39757.39
MONDO:0014658,ICD9CM:757.39757.39
MONDO:0015138,ICD9CM:757.39757.39
MONDO:0015633,ICD9CM:757.39757.39
MONDO:0016047,ICD9CM:757.39757.39
MONDO:0016441,ICD9CM:757.39757.39
MONDO:0016442,ICD9CM:757.39757.39
MONDO:0018747,ICD9CM:757.39757.39
MONDO:0019033,ICD9CM:757.39757.39
MONDO:0019141,ICD9CM:757.39757.39
MONDO:0019270,ICD9CM:757.39757.39
MONDO:0019293,ICD9CM:757.39757.39
MONDO:0019297,ICD9CM:757.39757.39
MONDO:0019307,ICD9CM:757.39757.39
MONDO:0019347,ICD9CM:757.39757.39
MONDO:0019648,ICD9CM:757.39757.39
MONDO:0021094,ICD9CM:757.39757.39
MONDO:0021582,ICD9CM:757.39757.39
MONDO:0021669,ICD9CM:757.39757.39
MONDO:0023246,ICD9CM:757.39757.39
MONDO:0024239,ICD9CM:757.39757.39
MONDO:0043243,ICD9CM:757.39757.39
MONDO:0044335,ICD9CM:757.39757.39
MONDO:0044989,ICD9CM:757.39757.39
MONDO:0044990,ICD9CM:757.39757.39
MONDO:0044991,ICD9CM:757.39757.39
MONDO:0044999,ICD9CM:757.39757.39
MONDO:0000839,ICD9CM:757.4757.4
MONDO:0002917,ICD9CM:757.4757.4
MONDO:0005093,ICD9CM:757.4757.4
MONDO:0024481,ICD9CM:757.4757.4
MONDO:0000839,ICD9CM:757.5757.5
MONDO:0002884,ICD9CM:757.5757.5
MONDO:0000839,ICD9CM:757.6757.6
MONDO:0002051,ICD9CM:757.6757.6
MONDO:0002657,ICD9CM:757.6757.6
MONDO:0000839,ICD9CM:757.9757.9
MONDO:0002051,ICD9CM:757.9757.9
MONDO:0008608,ICD9CM:758.0758.0
